contents,sentiment,sentiment_label
"['baharu', 'pilih', 'bayar', 'atm', 'internet', 'banking', 'pesan', 'tiket', 'minimal', 'tiket', 'lokal', 'jujur', 'sulit', 'aplikasi', 'baharu', 'mudah', 'sulit', 'guna', 'jawab']",-0.1,negative
"['lambat', 'kereta', 'kai', 'accestiket', 'udah', 'bener', 'jadwal', 'boarding', 'pass', 'tiket', 'tampil', 'menu', 'something', 'went', 'wrong', 'kondisi', 'sinyal', 'bagus', 'update', 'versi', 'barutolong', 'nihh', 'kai', 'benar', 'omdo', 'aja', 'masyarakat', 'percaya', 'perkeretaapian', 'indonesia', 'maju']",-0.5,negative
"['ratus', 'kali', 'sen', 'ulang', 'failed', 'kalo', 'aplikasi', 'gak', 'gak', 'paksa', 'langgan', 'pake', 'aplikasi', 'sedia', 'tiken', 'offline', 'nya', 'kalo', 'gin', 'ribet', 'stasiun', 'kembali', 'karna', 'online', 'online', 'kurang']",-0.5,negative
"['batal', 'mei', 'informasi', 'apa', 'cek', 'data', 'terang', 'batal', 'kali', 'kali', 'hubung', 'contact', 'center', 'kali', 'kali', 'respon', 'gilir', 'tiket', 'proses', 'minggu', 'kacau', 'dahhh']",-0.1,negative
"['aplikasi', 'lumayan', 'kembali', 'uang', 'refund', 'minimal', 'alas', 'aplikasi', 'tetangga', 'cuman', 'gampang', 'tuh', 'orang', 'lupa', 'inget', 'mohon', 'baik', 'gak', 'nyaman']",-0.25,negative
"['kesini', 'aplikasi', 'nya', 'down', 'ganggu', 'ntah', 'server', 'sibuk', 'tiket', 'kosong', 'nggak', 'sen', 'tulis', 'offline', 'koneksi', 'internet', 'lancar', 'harap', 'baik']",-0.15555555555555559,negative
"['bintang', 'aja', 'update', 'gagal', 'terusmana', 'pas', 'perlu', 'bisnis', 'server', 'down', 'terussemua', 'kai', 'coba', 'gagalmohon', 'baik', 'juta', 'umat', 'butuh', 'kai', 'ngerate', 'kalo', 'kereta', 'telat', 'gak', 'kompensasi', 'qta', 'telat', 'tiket', 'hangus', 'kampretmaunya', 'menang', 'nich', 'kai']",-0.15555555555555559,negative
"['something', 'went', 'wrong', 'trus', 'sinyal', 'stabil', 'lancar', 'app', 'kai', 'access', 'doang', 'gin', 'knapa', 'pesan', 'tiket', 'krena', 'muncul', 'jadwal', 'bintang', 'ganti', 'kali', 'udah', 'fix']",-0.5,negative
"['sbenarnya', 'senang', 'senang', 'aplikasi', 'inikrn', 'mengakomodir', 'mesan', 'lokaltapi', 'bikin', 'dissapointed', 'metode', 'bayar', 'linkajatdk', 'option', 'lainkrn', 'trouble', 'linkajarepot', 'ngurusinnyaapalagi', 'kai', 'access', 'milik', 'kai', 'sendiriseharusnya', 'kasih', 'layan', 'spt', 'merchant2', 'lainsaya', 'harap', 'depan', 'tambah', 'metode', 'pembayarannyakrn', 'tdk', 'kota', 'tdpt', 'grapari', 'dsbmerepotkan', 'metode', 'bayar']",-0.2,negative
"['pesan', 'suruh', 'vaksin', 'tugas', 'pas', 'check', 'kereta', 'vaksin', 'penuh', 'boleh', 'pesan', 'bayar', 'pake', 'app', 'minimal', 'kasih', 'halaman', 'beranda', 'info', 'vaksin', 'gin', 'rugi', 'uang', 'tiket', 'dicancel', 'tunggu', 'kereta']",-0.1,negative
"['nomer', 'email', 'password', 'login', 'pake', 'opsi', 'reset', 'password', 'something', 'wrong', 'iya', 'benarr', 'something', 'wrong', 'apps', 'kai', 'nya', 'produk', 'negri', 'malu']",-0.5,negative
"['aplikasi', 'beranta', 'error', 'kali', 'tlpon', 'call', 'center', 'kai', 'access', 'tetep', 'tdk', 'bantu', 'daftar', 'akun', 'atw', 'ubah', 'akun', 'tolong', 'perhati', 'kalo', 'blom', 'gak', 'adain', 'aplikasi']",-0.1,negative
"['aplikasi', 'error', 'very', 'bad', 'repot', 'pesan', 'lokal', 'the', 'spot', 'habis', 'pesan', 'apk', 'error', 'tolong', 'baik']",-0.9099999999999998,negative
"['baru', 'bukannnya', 'bagus', 'sen', 'tiket', 'saldo', 'link', 'aja', 'tuh', 'something', 'went', 'wrong', 'mulu', 'katany', 'udah', 'update', 'apk', 'link', 'aja', 'kai', 'acces', 'aja', 'ayolahhhh', 'kai', 'usaha', 'gede', 'benerin', 'kek', 'gin', 'aja', 'becus', 'developer', 'ngapain', 'aja', 'sih']",-0.5,negative
"['aplikasi', 'guna', 'habis', 'upgrade', 'logging', 'pesan', 'tiket', 'pemberitahuan', 'offline', 'wtf', 'aplikasi']",-0.5,negative
"['bayar', 'pesan', 'tiket', 'loka', 'via', 'link', 'aja', 'server', 'down', 'ato', 'bug', 'alhasil', 'coba', 'berkali2', 'selesai', 'transaksi', 'mohon', 'release', 'aplikasi', 'beta', 'penuh', 'bug', 'layan', 'masyarakat', 'indonesia', 'rugi']",-0.15555555555555559,negative
"['duh', 'susah', 'emosi', 'beli', 'tiket', 'online', 'timeout', 'trs', 'liat', 'jdwal', 'sulit', 'beli', 'tiket', 'sulit', 'timeout', 'trs', 'pas', 'tinggl', 'byar', 'doang', 'aplikasi', 'byarnya', 'pake', 'link', 'aja', 'tau', 'deh', 'skr', 'pake', 'ellah', 'bintg', 'aja', 'dah']",-0.3,negative
"['sih', 'aplikasi', 'bumn', 'bener', 'bayangin', 'gak', 'hasil', 'booking', 'tiket', 'ngehang', 'restart', 'pantesan', 'ratingnya', 'rendah', 'banget', 'emang', 'bener', 'kecewa', 'parah', 'baik', 'duh']",-0.3,negative
"['aktivasi', 'bayar', 'ovo', 'muncul', 'tulis', 'something', 'went', 'wrong', 'tunggu', 'menit', 'kali', 'tulis', 'something', 'went', 'wrong']",-0.5,negative
"['bayar', 'kai', 'kemarin', 'pilih', 'nya', 'pakai', 'qris', 'ovo', 'duh', 'bingung', 'sayasudah', 'pesan', 'tiket', 'bayar', 'qris', 'link', 'aja', 'tiket', 'gagal', 'beli', 'saldo', 'link', 'aja', 'potong', 'banyakini', 'sistem', 'kai', 'eror', 'link', 'aja', 'error', 'nyoba', 'ngaktifkan', 'kai', 'paysudah', 'aktif', 'tinggal', 'ngisi', 'besok', 'pas', 'buka', 'aplikasi', 'suruh', 'aktif', 'diatifkan', 'bisadan', 'muncul', 'tulis', 'salah', 'aktif']",-0.3,negative
"['tipe', 'org', 'kota', 'bsk', 'kota', 'kota', 'semenjak', 'diupdate', 'apk', 'trouble', 'bijak', 'kai', 'slh', 'bidik', 'bayang', 'udh', 'pintu', 'masuk', 'nunjukin', 'barcode', 'tiket', 'tbtb', 'logout', 'wtf', 'pdhl', 'jalan', 'pantengin', 'layar', 'bagi', 'apk', 'trip', 'trs', 'smp', 'pintu', 'masuk', 'logout', 'oke', 'diturutin', 'login', 'dannn', 'tiket', 'hilang', 'musti', 'beli', 'jadwal', 'nunggu', '5jam', 'diperjalann', 'pdhl', 'posisi', 'kota', 'ditngu']",-0.35,negative
"['aplikasi', 'buruk', 'layan', 'saat', 'pesan', 'aplikasi', 'down', 'bayar', 'tiket', 'gak', 'pengembaliaan', 'dana', 'evaluasi', 'tahu', 'not', 'recommended']",-0.15555555555555559,negative
"['booking', 'kereta', 'lokal', 'rapih', 'dhoho', 'jam', 'berangkat', 'stasiun', 'kota', 'surabaya', 'notifikasi', 'booking', 'jadwal', 'sedia', 'booking', 'ngeklik', 'muncul', 'notifikasi', 'samad', 'cek', 'duduk', 'susah', 'yah', 'kai', 'sen', 'tiket', 'aja', 'servernya', 'down', 'yah', 'tolong', 'baik', 'klik', 'booking', 'jam', 'henti', 'tau2', 'duduk', 'aja']",-0.15555555555555559,negative
"['kai', 'access', 'ngk', 'pas', 'bayar', 'saldo', 'link', 'tarik', 'tpi', 'bayar', 'selesaipay', 'failed', 'mesan', 'lokal', 'gagal', 'udh', 'update', 'terus', 'aja', 'bayar', 'gagal', 'tpi', 'saldo', 'link', 'tarik']",-0.5,negative
"['knp', 'skg', 'lot', 'sih', 'kalo', 'daftar', 'akun', 'bolak', 'refresh', 'utk', 'verifikasi', 'email', 'dikirim2', 'taut', 'verifikasi', 'mohon', 'baik', 'akun', 'kalo', 'nomer', 'ganti', 'masak', 'gabisa', 'ubah', 'nomer', 'telp', 'ubah', 'akun', 'bikin', 'email', 'bikin', 'duh', 'ribet', 'bgt', 'sih', 'kaum', 'muda', 'benahin', 'kalo', 'kaum', 'org', 'tua', 'kasihan', 'krn', 'ngerti']",-0.3,negative
"['aplikasi', 'gak', 'masak', 'pesan', 'tiket', 'take', 'down', 'gak', 'ujung2', 'nya', 'suruh', 'daftar', 'habis', 'daftar', 'tlp', 'daftar', 'ribet', 'banget']",-0.15555555555555559,negative
"['aplikasi', 'down', 'banget', 'timbang', 'aplikasi', 'booking', 'tiket', 'kereta', 'kalo', 'gabisa', 'diapa2in', 'daftar', 'gakbisa', 'login', 'gagal', 'sampe', 'udh', 'reset', 'password', 'berkali2', 'aja']",-0.15555555555555559,negative
"['baik', 'bug', 'nya', 'bos', 'iya', 'bayar', 'gilir', 'bayar', 'gaada', 'tombol', 'bayar', 'nya', 'trus', 'mending', 'ilangin', 'aja', 'themes', 'dark', 'nya', 'bikin', 'tombol', 'liat', 'sekian']",-0.15,negative
"['aplikasi', 'nihl', 'beli', 'tiket', 'aja', 'susahmasa', 'bolak', 'pas', 'pmbayaran', 'failed', 'trus', 'pdhl', 'udh', 'update', 'smua', 'saking', 'butuh', 'tiket', 'kalo', 'gak', 'males', 'bngt', 'donlod', 'gin', 'abiz2in', 'memorymohon', 'aplikasi', 'nya', 'baik', 'sblm', 'update', 'publik', 'bayar', 'jgn', 'hnya', 'link', 'aja', 'ribet', 'deh']",-0.5,negative
"['updatean', 'baru', 'jelek', 'kualitas', 'timeout', 'update', 'least', 'update', 'kualitas', 'jelek']",-0.3,negative
"['aplikasi', 'ngga', 'stabilpake', 'wifi', 'ngga', 'maupake', 'data', 'somthing', 'wrong', 'mulu', 'bener', 'min', 'aplikasi', 'bumn']",-0.5,negative
"['nggemesin', 'login', 'aja', 'gak', 'gak', 'terang', 'sebab', 'login', 'php', 'udah', 'coba', 'reset', 'password', 'tetep', 'gak', 'duh', 'baikbaik', 'susah', 'login', 'mlz', 'bgt']",-0.3,negative
"['parahhh', 'gak', 'time', 'out', 'mulu', 'udan', 'nyoba', 'jam', 'gitu', 'sinyal', 'lancar', 'down', 'aplikasi', 'nya', 'lancar', 'napa']",-0.15555555555555559,negative
"['aplikasi', 'buka', 'dihp', 'muncul', 'logo', 'langsung', 'blank', 'putih', 'jelas', 'minimal', 'spesifikasi', 'buka', 'aplikasi', 'terimakasih']",-0.05,negative
"['bad', 'update', 'daftar', 'tumpang', 'hilang', 'kasih', 'masuk', 'menutab', 'tiket', 'urut', 'dasar', 'data', 'baru', 'daftar', 'tumpang']",-0.6999999999999998,negative
"['sekian', 'kali', 'app', 'karcis', 'lokal', 'beli', 'karcis', 'pas', 'scan', 'timeout', 'terang', 'duh', 'kecewa', 'banget', 'error', 'klo', 'butuh', 'deh', 'instal', 'instal', 'app', 'gin']",-0.3,negative
"['kecewa', 'kai', 'aaccesharusnya', 'kalo', 'jalan', 'wajib', 'vaksin', 'booster', 'kasih', 'tau', 'minimal', 'kasih', 'terang', 'aplikasi', 'nyaclaim', 'refund', 'tiket', 'max', '30haritrus', 'potong', 'claim', 'batal', 'harga', 'tiketparah', 'parah', 'parah']",-0.1,negative
"['pesan', 'tiket', 'suruh', 'update', 'profil', 'ganti', 'profil', 'muncul', 'something', 'wrong', 'sampek', 'gak', 'habis', 'tiket', 'gara', 'gara', 'profil', 'gak', 'diupdate']",-0.5,negative
"['buruk', 'aja', 'susah', 'banget', 'sen', 'blm', 'apa2', 'timeout', 'mulu', 'duh', 'gmn', 'sih', 'udah', 'rajin', 'diupdate', 'kecewa', 'tolong', 'baik']",-0.3,negative
"['ulang', 'kali', 'masuk', 'aplikasi', 'gagal', 'email', 'daftar', 'pasword', 'salah', 'pasword', 'email', 'benarsaya', 'coba', 'hubung', 'call', 'center', 'respon', 'solusi', 'tolong', 'info', 'trima', 'kasih']",-0.1,negative
"['apk', 'nya', 'jelek', 'banget', 'sumpaahh', 'mindahin', 'kaipay', 'shoppepay', 'pake', 'qris', 'mesan', 'tiket', 'sistem', 'down', 'banget', 'baik', 'tolong', 'apknya', 'enak', 'pake']",-0.15555555555555559,negative
"['gak', 'muncul', 'tulis', 'something', 'went', 'wrong', 'time', 'has', 'occured', 'minggu', 'baikbaik', 'uninstal', 'coba', 'instal', 'tetep', 'aja', 'login', 'gak']",-0.5,negative
"['susah', 'login', 'pdhl', 'akun', 'udh', 'daftar', 'failed', 'request', 'data', 'udh', 'coba', 'perangkat', 'udh', 'ganti', 'email', 'tetep', 'aja', 'failed', 'request', 'data', 'cobain', 'masuk', 'daftar', 'pas', 'kolom', 'cari', 'lokal', 'dih', 'muncul', 'nama', 'stasiun', 'apaansi', 'aplikasi', 'kerja', 'woy', 'kerja', 'bener', 'ajg']",-0.5,negative
"['guna', 'udah', 'daftar', 'email', 'nomor', 'telepon', 'lengkap', 'data', 'nama', 'nik', 'tgl', 'lahir', 'dsb', 'klik', 'simpan', 'gagal', 'muncul', 'tulis', '403', 'forbidden', 'something', 'went', 'wrong', 'gimana', 'solusi', 'kalo', 'terrus', 'sen', 'tiket']",-0.5,negative
"['gimana', 'sih', 'daftar', 'bsa', 'pas', 'login', 'tulis', 'akun', 'blm', 'aktif', 'sruh', 'liat', 'email', 'buka', 'email', 'app', 'gmail', 'web', 'nya', 'gak', 'email', 'dri', 'kai', 'test', 'email', 'pke', 'akun', 'lgsg', 'masuk', 'tuh', 'email', 'nya', 'mah', 'emg', 'dri', 'kai', 'nya', 'order', 'tiket', 'online', 'sulit', 'dri', 'buat', 'akun', 'nya', 'bad', 'bgt']",-0.6999999999999998,negative
"['mohon', 'baik', 'daftar', 'terang', 'something', 'went', 'wrong', '404', 'forbidden', 'mes', 'tiket', 'daftar', 'sulittidak', 'mohon', 'atensi', 'trims']",-0.5,negative
"['buka', 'aplikasi', 'tulisanny', 'time', 'out', 'something', 'wrong', 'duh', 'gimana', 'udah', 'pesan', 'tiket', 'aplikasi', 'tdk', 'buka', 'boarding', 'pass']",-0.4,negative
"['aneh', 'gak', 'buka', 'apk', 'nya', 'buka', 'suruh', 'login', 'pas', 'login', 'gak', 'email', 'salah', 'udh', 'bener', 'masukinnya', 'nomor', 'telp', 'cantum', 'daftar', 'pas', 'login', 'very', 'bad']",-0.9099999999999998,negative
"['ganti', 'nomer', 'telpn', 'kayak', 'nomer', 'link', 'aja', 'susah', 'bangt', 'admin', 'nya', 'slow', 'respon', 'bayar', 'link', 'aja', 'beli', 'masukin', 'nomer', 'telpn', 'sendri', 'gak', 'nomer', 'aplikasi']",-0.30000000000000004,negative
"['uedan', 'sabtu', 'ganti', 'password', 'link', 'pas', 'buka', 'reset', 'password', 'notifikasi', 'link', 'kadaluarsa', 'gimana', 'pesan', 'tiket', 'gak', 'logout', 'tibatiba', 'login', 'ulang', 'password', 'lupa', 'ganti', 'payah', 'aplikasi', 'payah', 'minus', 'bintang', 'nih', 'biar', 'kelas', 'bumn', 'hancur']",-0.1,negative
"['tgl', '2019', 'aplikasi', 'error', 'bawah', 'slide', 'merah', 'tulis', 'direstartsetelah', 'coba', 'restart', 'login', 'hub', 'call', 'center']",-0.1,negative
"['kmren', 'aplikasi', 'baru', 'langsung', 'gue', 'baru', 'gilir', 'udah', 'baru', 'aplikasi', 'buka', 'mental', 'gak', 'log', 'smpai', 'instal', 'ttep', 'buka', 'mental', 'mohon', 'bantu', 'nya', 'donk']",-0.1,negative
"['anak', 'bangsa', 'bikin', 'apps', 'malu', 'kelas', 'kai', 'apps', 'error', 'sorry', 'bintang']",-0.5,negative
"['yah', 'butuh', 'down', 'sayang', 'kecewa', 'lumayan', 'email', 'verifikasi', 'muncul2', 'data', 'eddit', 'ganti', 'nomer', 'iklan']",-0.15555555555555559,negative
"['aplikasi', 'lot', 'udah', 'pakai', 'wifi', 'main', 'game', 'berat', 'udah', 'gitu', 'loadingnya', 'lamaaa', 'payah', 'kalo', 'buru2', 'gak', 'ajak', 'kerjasama']",-0.11666666666666668,negative
"['apk', 'nya', 'knp', 'sih', 'udah', 'pake', 'jam', 'genting', 'gin', 'masuk', 'apk', 'something', 'went', 'wrong', 'udah', 'beli', 'tiket', 'sore', 'skrg', 'pake', 'karna', 'gak', 'loading', 'loading', 'something', 'went', 'wrong', 'truuuussssssssssssssssss']",-0.5,negative
"['bayar', 'pakai', 'link', 'aja', 'pakai', 'shopee', 'pakai', 'gopay', 'saldo', 'kurang', 'aplikasi', 'kai', 'acces', 'tlist', 'iket', 'bayar', 'bayar', 'hasil', 'bad']",-0.6999999999999998,negative
"['mohon', 'maaf', 'kecewa', 'sih', 'mesan', 'kai', 'acces', 'fitur', 'konfirmasi', 'ulang', 'batal', 'kena', 'dampak', 'buruk', 'guna', 'salah', 'tekan', 'ganggu', 'eksternal', 'gak', 'niat', 'batal', 'mesan', 'salah', 'pencet', 'langsung', 'hangus', 'telepon', 'call', 'center', 'nggak', 'nolong', 'mohon', 'kai', 'acces', 'tambah', 'fitur', 'konfirmasi', 'ulang', 'batal', 'terimakasih']",-0.1,negative
"['versi', 'baru', 'gak', 'sen', 'tiket', 'besok', 'minimal', 'mesan', 'minggu', 'berangkat', 'gak', 'banget', 'tuju', 'aplikasi', 'mudah', 'beli', 'tiket', 'langsung', 'stasiun', 'hemat', 'tenaga', 'bagus', 'versi']",-0.1,negative
"['bli', 'tiket', 'lokal', 'nya', 'layan', 'ktanya', 'hrs', 'pke', 'aplikasi', 'lha', 'aplikasi', 'aja', 'digunain', 'gin', 'nya', 'trouble', 'trouble', 'smpek', 'bulan', 'klo', 'komplain', 'aplikasi', 'hrusnya', 'layan', 'beli', 'loket', 'bkin', 'ribet', 'udh', 'kuno', 'udh', 'modern', 'inget', 'konsumen', 'udh', 'komplain', 'kai', 'selesai']",-0.06666666666666667,negative
"['apk', 'kai', 'update', 'buruk', 'update', 'udah', 'buruk', 'update', 'kecewa', 'commuter', 'line', 'bandung', 'sen', 'apk', 'duh', 'parah', 'jam', 'bisabisa', 'ujung', 'manual', 'karyawan', 'nya', 'kerja', 'gimana', 'nih', 'apk', 'update', 'kecewa', 'sedih']",-0.3,negative
"['bad', 'bgttt', 'bener', 'bener', 'bad', 'login', 'kode', 'otp', 'udh', 'dimasukin', 'kode', 'otp', 'nya', 'udah', 'bener', 'woiii', 'gabisa', 'haaa', 'udah', 'nyoba', 'kali', 'kali', 'kode', 'otp', 'nya', 'udh', 'kirim', 'email', 'udah', 'bener', 'pas', 'dimasukin', 'knapa', 'gak', 'valid', 'sii', 'aplikasi', 'apaann']",-0.6999999999999998,negative
"['nya', 'jelek', 'page', 'slow', 'response', 'update', 'visual', 'aja', 'guna', 'fitur', 'gak', 'akses']",-0.15000000000000002,negative
"['kecewa', 'banget', 'sdah', 'bayar', 'via', 'qris', 'limit', 'bayar', 'rekening', 'debit', 'sistem', 'aplikasi', 'tdk', 'otomatis', 'pembayarn', 'terima', 'timed', 'out', 'anggap', 'blum', 'bayar', 'aja', 'uang', 'masuk', 'kai', 'tiket', 'refund', 'sistem', 'hub', 'call', 'center', 'kai', 'nunggu', 'blum', 'kejelasn', 'refund', 'smua', 'tdk', 'singkron', 'pmbayran', 'masuk', 'dgn', 'aplikasi', 'kecewa']",-0.1,negative
"['aplikasi', 'versi', 'gabisa', 'dipakek', 'bug', 'failed', 'request', 'data', 'dll', 'login', 'sen', 'tiket', 'aja', 'gabisa', 'buru2', 'butuh', 'beli', 'tiket', 'kereta', 'kembali', 'aplikasi', 'kai', 'duluuu']",-0.5,negative
"['baru', 'gak', 'pakai', 'terang', 'down', 'internet', 'bagus', 'gak', 'enak', 'pokok', 'aplikasi', 'beli', 'tiket', 'pakai', 'apl', 'mohon', 'baik']",-0.15555555555555559,negative
"['sorry', 'banget', 'update', 'mundur', 'aplikasi', 'harga', 'tiket', 'muncul', 'murah', 'udah', 'habisenak', 'fitur', 'sulit', 'war', 'tiket']",-0.5,negative
"['duh', 'gajelas', 'banget', 'apknya', 'urgent', 'banget', 'pake', 'pas', 'sen', 'suruh', 'ngisi', 'data', 'mulu', 'pas', 'klik', 'ngisi', 'data', 'gitu', 'aja', 'gajelas']",-0.3,negative
"['versi', 'versi', 'susah', 'login', 'pas', 'login', 'data', 'failed', 'kembali', 'dana', 'batal', 'tiket', '1bln', 'blm', 'kembali', 'versi', 'bantu']",-0.5,negative
"['aplikasi', 'gak', 'login', 'pakai', 'email', 'daftar', 'gak', 'login', 'coba', 'uninstall', 'install', 'ulang', 'login', 'muncul', 'failed', 'request', 'data']",-0.5,negative
"['kalo', 'bintang', 'kasih', 'minus', 'jadwal', 'ditampilin', 'tiket', 'pegang', 'stasiun', 'beda', 'tiket', 'lumayan', 'mahal', 'perhati', 'yah', 'udah', 'tiket', 'direfund', 'ken', 'ngumpat', 'sistem', 'diperbaikin', 'deh', 'rugiin', 'pengguns', 'nama', 'gak', 'diikhlasin', 'dehhh']",-0.1,negative
"['aplikasi', 'gak', 'mending', 'aplikasi', 'buruk', 'aki', 'acces', 'cek', 'tiket', 'mana', 'gabisa', 'whats', 'wrong', 'helloooo', 'udah', 'isi', 'data', 'lengkap', 'susahhhhhhh', 'aplikasi', 'gajelasss']",-0.5,negative
"['lot', 'ampun', 'sinyal', 'oke', 'oke', 'banget', 'tetep', 'ajah', 'aplikasi', 'lelet', 'mending', 'gak', 'bikin', 'aplikasi', 'kalo', 'hasil', 'kecewa', 'mudah', 'sulit', 'cepat', 'lambat', 'pakke', 'banged', 'bad']",-0.6999999999999998,negative
"['update', 'kacau', 'aplikasi', 'susah', 'akses', 'not', 'responding', 'slow', 'banget', 'buka', 'apk', 'mohon', 'baik', 'mending', 'pake', 'versi', 'enak']",-0.30000000000000004,negative
"['baru', 'bagus', 'jelek', 'banget', 'apresiasi', 'merdeka', 'down', 'banget', 'tolong', 'baik', 'lot', 'banget']",-0.15555555555555559,negative
"['aplikasi', 'gak', 'dipake', 'krn', 'blm', 'upgrade', 'ehh', 'udh', 'upgrade', 'aja', 'gimana', 'kalo', 'gak', 'gak', 'upgradepembaharuan', 'tau', 'apa', 'waste', 'banget']",-0.2,negative
"['ram', 'gede', 'not', 'responding', 'tolong', 'developer', 'tingkat', 'crash', 'main', 'game', 'berat', 'aman', 'buka', 'kai', 'acces', 'app', 'crash', 'hadehh']",-0.11666666666666668,negative
"['aplikasi', 'sulit', 'bembeli', 'buka', 'long', 'out', 'sndiri', 'gak', 'klik', 'masuk', 'akun', 'repot', 'kalo', 'sandi', 'salah', 'ngirim', 'email', 'forgot', 'paswor', 'itu', 'eror', 'sebal']",-0.05,negative
"['update', 'aplikasi', 'gak', 'login', 'tulis', 'login', 'failed', 'akun', 'gak', 'login', 'failed', 'gimana', 'sih', 'aplikasi', 'gak', 'jelassss', 'parah', 'bngttt', 'kecewa', 'langgan', 'kereta', 'akun', 'gimanaaaaaa', 'wooooooyyyy', 'kai']",-0.5,negative
"['duhhh', 'gimana', 'sih', 'apk', 'nya', 'lot', 'bgt', 'nyari', 'kereta', 'lokal', 'muncul', 'nama', 'cari', 'nge', 'bug', 'enak']",-0.5,negative
"['enak', 'versi', 'gak', 'login', 'klik', 'kirim', 'kode', 'otp', 'kalo', 'gak', 'timeout', 'failed', 'request', 'data', 'tolong', 'benah', 'sungguh', 'susah', 'tumpang', 'kalo']",-0.5,negative
"['bagus', 'gampang', 'makenya', 'jelek', 'nyampah', 'btw', 'programernya', 'idiot', 'banget', 'bikin', 'apk', 'sampah', 'kayak', 'gin', 'uda', 'harga', 'tiket', 'fitur', 'aplikasi', 'blooncukz', 'banget', 'deh']",-0.8,negative
"['error', 'kali', 'check', 'gatepas', 'berangkat', 'aplikasi', 'error', 'log', 'out', 'tiket', 'hilang', 'kode', 'cari', 'mesin', 'cic', 'tulis', 'code', 'not', 'aviable', 'bad']",-0.6999999999999998,negative
"['pas', 'cari', 'kereta', 'lokal', 'udah', 'tulis', 'tetep', 'gak', 'muncul', 'kereta', 'kota', 'muncul', 'mending', 'apk', 'deh', 'bantu', 'bad', 'mood', 'haha']",-0.24999999999999992,negative
"['susah', 'loading', 'selesai2', 'failed', 'data', 'timeout', 'gabisa', 'ngeakses', 'cepet', 'diupdate', 'susah', 'buru2', 'emosi', 'tolong', 'benah', 'aplikasi', 'biar', 'eror', 'tolong', 'baru', 'plisssssssssss']",-0.5,negative
"['mad', 'mydaylayanan', 'admin', 'via', 'bagustapi', 'smenjak', 'update', 'versi', 'metode', 'bayar', 'berubahubah', 'linkaja', 'ovo', 'shopee', 'pay', 'mbanking', 'trus', 'skarang', 'batas', 'banget', 'mbankingnya', 'gak', 'ngerti', 'udah', 'gitu', 'klo', 'apps', 'tutup', 'trus', 'lanjutin', 'bayar', 'fitur', 'akses', 'kode', 'gaptek', 'emang', 'appsnya', 'banyak', 'update', 'sampe', 'susah', 'akses', 'pesan', 'tiket', 'gagal', 'bayar']",-0.625,negative
"['jelek', 'banget', 'baharu', 'susah', 'beli', 'tiket', 'loading', 'banget', 'sinyal', 'bagus', 'aplikasi', 'down', 'bgt', 'banget', 'deh']",-0.15555555555555559,negative
"['bayar', 'link', 'aja', 'sllu', 'trouble', 'trus', 'kasi', 'klo', 'bingung', 'payment', 'booking', 'tiket', 'tlog', 'mudah', 'proses', 'bookingpaymentnya']",-0.2,negative
"['mesan', 'tiket', 'bayar', 'saldo', 'potong', 'tiket', 'muncul', 'coba', 'hubung', 'via', 'chat', 'whatsapp', 'tanggap', 'suruh', 'tunggu', 'layan', 'coba', 'hubung', 'via', 'telfon', 'call', 'center', 'terang', 'nya', 'panggil']",-0.1,negative
"['trouble', 'trus', 'cek', 'cek', 'login', 'aja', 'loading', 'banget', 'menit', 'tolong', 'baik', 'informasi', 'nya', 'bantu', 'kece', 'jadwal', 'tiket']",-0.2,negative
"['parah', 'sih', 'login', 'aja', 'login', 'bikin', 'akun', 'ngetik', 'nomor', 'telpon', 'select', 'jga', 'muncul', 'pilih', 'dikit2', 'failed', 'request', 'timeout', 'capek']",-0.5,negative
"['aplikasi', 'ruwetlemotpadahal', 'pakai', 'internet', 'data', 'seluler', 'lemotpakai', 'wifi', 'lemotudah', 'pesan', 'bayar', 'aja', 'lemotnampilkn', 'kode', 'qris', 'aja', 'susah', 'ampun', 'aplikasi', 'inikok', 'benah', 'skrgpadahal', 'udah', 'komplain', 'santai2', 'aja', 'kai', 'tercintaklo', 'niat', 'aplikasi', 'hapus', 'aja', 'aplikasinyapakai', 'metode', 'mesan', 'mudah', 'ribettiket', 'bayar', 'aja', 'ribetnya', 'ampuntlp', 'call', 'center', 'ribet', 'tahap', 'penangannyaancurrrrrr']",-0.1,negative
"['aplikasi', 'gak', 'slow', 'respon', 'email', 'verifikasi', 'lambat', 'aplikasi', 'lot', 'time', 'out', 'tolong', 'min', 'baik']",-0.30000000000000004,negative
"['hallooo', 'ngga', 'baik', 'kah', 'applikasi', 'nya', 'masak', 'udah', 'uninstallinstaluninstallinstal', 'tetep', 'gabisa', 'buka', 'salah', 'jaring', 'sampe', 'app', 'uninstall', 'emang', 'applikasi', 'nya', 'busuk', 'nomor', 'telfon', 'udah', 'bener', 'pake', 'email', 'udah', 'bener', 'sandi', 'bener', 'klik', 'lupa', 'password', 'terang', 'nya', 'something', 'went', 'wrong', 'time', 'out', 'menit', 'mohon', 'baik', 'masak', 'gaada', 'respon']",-0.5,negative
"['fitur', 'fitur', 'pilih', 'seat', 'hilang', 'kursi', 'random', 'ngacak', 'kayak', 'trs', 'segi', 'nya', 'tipu', 'mata', 'karna', 'harga', 'tiket', 'habis', 'tera']",-0.5,negative
